Case 6
stage, value
%Stage 0, 140, 140, 0.13991228070175438, 0.06707466340269276
%Stage 1, 319, 459, 0.16583333333333336, 0.10443490701001441
%Stage 2, 345, 804, 0.1658730158730155, 0.11258432193533402
%Stage 3, 360, 1164, 0.16060606060606053, 0.12103354487760619
%Stage 4, 330, 1494, 0.16014492753623172, 0.13104972375690602
%Stage 5, 447, 1941, 0.16319444444444411, 0.14589600343790318
%Stage 6, 447, 2388, 0.16319444444444411, 0.14237785699308014
%Stage 7, 447, 2835, 0.16319444444444411, 0.1387413158970167
%Stage 8, 447, 3282, 0.16319444444444411, 0.13550189582917577
%Stage 9, 447, 3729, 0.16319444444444411, 0.13550189582917577
%Stage 10, 447, 4176, 0.16319444444444411, 0.13550189582917577
