Case 6
stage, value
%Stage 0, 115, 115, 0.12708333333333333, 0.05652298030259783
%Stage 1, 256, 371, 0.16764705882352918, 0.09745293466223706
%Stage 2, 232, 603, 0.17129629629629625, 0.10569975916510563
%Stage 3, 244, 847, 0.1649122807017547, 0.11272727272727279
%Stage 4, 241, 1088, 0.16291666666666674, 0.12185297079556877
%Stage 5, 275, 1363, 0.16269841269841234, 0.12802937576499407
%Stage 6, 300, 1663, 0.16325757575757563, 0.1332381632167498
%Stage 7, 396, 2059, 0.16630434782608677, 0.1492571959145774
%Stage 8, 447, 2506, 0.16319444444444411, 0.15303132747351755
%Stage 9, 447, 2953, 0.16319444444444411, 0.14874041621029585
%Stage 10, 447, 3400, 0.16319444444444411, 0.1453650181973877
