Case 6
stage, value
%Stage 0, 82, 82, 0.178125, 0.06080707573244884
%Stage 1, 91, 173, 0.22745098039215678, 0.09168443496801701
%Stage 2, 90, 263, 0.24074074074074056, 0.10431654676259004
%Stage 3, 101, 364, 0.24473684210526347, 0.11905952976488246
%Stage 4, 140, 504, 0.30666666666666687, 0.16666666666666657
%Stage 5, 206, 710, 0.30793650793650734, 0.18747010999521763
%Stage 6, 288, 998, 0.32045454545454527, 0.2076528231451236
%Stage 7, 303, 1301, 0.3202898550724634, 0.20706841866787493
%Stage 8, 360, 1661, 0.32361111111111046, 0.22423706324635165
%Stage 9, 389, 2050, 0.32499999999999934, 0.2401727861771064
%Stage 10, 402, 2452, 0.32499999999999934, 0.24525916561314745
