Case 6
stage, value
%Stage 0, 109, 109, 0.11710526315789474, 0.04626682986536103
%Stage 1, 120, 229, 0.13583333333333342, 0.0602380952380953
%Stage 2, 245, 474, 0.15476190476190446, 0.08238570433975416
%Stage 3, 302, 776, 0.15757575757575754, 0.10221619176843048
%Stage 4, 311, 1087, 0.15942028985507228, 0.11557899362777398
%Stage 5, 402, 1489, 0.16249999999999967, 0.12467866323907477
%Stage 6, 410, 1899, 0.16249999999999967, 0.12633340305375432
%Stage 7, 435, 2334, 0.16319444444444411, 0.13303315595579188
%Stage 8, 447, 2781, 0.16319444444444411, 0.13550189582917577
%Stage 9, 447, 3228, 0.16319444444444411, 0.13550189582917577
%Stage 10, 447, 3675, 0.16319444444444411, 0.13550189582917577
