Case 6
stage, value
%Stage 0, 82, 82, 0.140625, 0.0576648586925493
%Stage 1, 137, 219, 0.1661764705882351, 0.10226019845645
%Stage 2, 197, 416, 0.17037037037037028, 0.11158683435911149
%Stage 3, 209, 625, 0.1662280701754389, 0.1187012987012988
%Stage 4, 238, 863, 0.1666666666666667, 0.12995205652283578
%Stage 5, 271, 1134, 0.1662698412698409, 0.13439412484700136
%Stage 6, 274, 1408, 0.16174242424242416, 0.13317422434367537
%Stage 7, 421, 1829, 0.16702898550724618, 0.1541318477251624
%Stage 8, 447, 2276, 0.16319444444444411, 0.15303132747351755
%Stage 9, 447, 2723, 0.16319444444444411, 0.14946070878274267
%Stage 10, 447, 3170, 0.16319444444444411, 0.1453650181973877
