Case 6
stage, value
%Stage 0, 43, 43, 0.1390625, 0.041511000415109994
%Stage 1, 61, 104, 0.1713235294117645, 0.05950944913550462
%Stage 2, 89, 193, 0.1736111111111109, 0.06752037252619321
%Stage 3, 102, 295, 0.1848684210526318, 0.08339622641509427
%Stage 4, 180, 475, 0.23124999999999968, 0.13581155686418836
%Stage 5, 231, 706, 0.2440476190476186, 0.153846153846154
%Stage 6, 289, 995, 0.246590909090909, 0.1672522839072384
%Stage 7, 331, 1326, 0.24619565217391273, 0.17303754266211607
%Stage 8, 399, 1725, 0.2401041666666663, 0.1988674217188539
%Stage 9, 412, 2137, 0.2401041666666663, 0.20316027088036076
%Stage 10, 441, 2578, 0.2447916666666663, 0.20629921259842454
