Case 6
stage, value
%Stage 0, 33, 33, 0.09125, 0.03046357615894039
%Stage 1, 42, 75, 0.09823529411764712, 0.04027061855670101
%Stage 2, 57, 132, 0.12833333333333327, 0.050672505473881746
%Stage 3, 88, 220, 0.1421052631578948, 0.059480676328502374
%Stage 4, 159, 379, 0.17850000000000013, 0.08700729927007311
%Stage 5, 207, 586, 0.18047619047619037, 0.09614293817356769
%Stage 6, 221, 807, 0.17954545454545473, 0.10393181193291184
%Stage 7, 287, 1094, 0.19217391304347817, 0.12016021361815744
%Stage 8, 363, 1457, 0.19125000000000011, 0.13634007257646447
%Stage 9, 382, 1839, 0.19250000000000012, 0.13935255437531607
%Stage 10, 397, 2236, 0.19250000000000014, 0.14553527380365097
